分类名称,自然表达,金额,币种,备注
副业收入,理财利息到账300元,300,CNY,理财利息
副业收入,海外做外包赚1200USD,1200,USD,海外外包
副业收入,跑腿赚了600块,600,CNY,跑腿
副业收入,摆摊卖货赚了1000元,1000,CNY,摆摊
副业收入,写稿子稿费800块,800,CNY,稿费
副业收入,香港做家教月入5000HKD,5000,HKD,家教
副业收入,网约车司机收入3000元,3000,CNY,网约车
副业收入,翻译兼职赚了2000块,2000,CNY,翻译
副业收入,短视频带货佣金1500元,1500,CNY,带货佣金
副业收入,香港炒股票赚了10000HKD,10000,HKD,炒股
副业收入,问卷调查赚了50元,50,CNY,问卷
副业收入,配音兼职800块,800,CNY,配音
副业收入,摄影约拍赚了1200元,1200,CNY,约拍
副业收入,香港做freelance赚8000HKD,8000,HKD,自由职业
副业收入,外卖骑手收入2500元,2500,CNY,外卖骑手
副业收入,游戏代练赚了600块,600,CNY,游戏代练
副业收入,公众号广告收入2000元,2000,CNY,公众号
副业收入,香港做补习月入6000HKD,6000,HKD,补习
副业收入,二手转卖赚了300元,300,CNY,二手转卖
副业收入,PPT制作接单500块,500,CNY,PPT接单
副业收入,直播打赏收入1000元,1000,CNY,直播打赏
副业收入,香港做散工日结800HKD,800,HKD,散工
副业收入,薅羊毛赚了100元,100,CNY,薅羊毛
副业收入,小程序开发接单10000块,10000,CNY,小程序开发
副业收入,插画约稿赚了2000元,2000,CNY,插画约稿
副业收入,香港做钟点工月入4000HKD,4000,HKD,钟点工
副业收入,收租收入3000元,3000,CNY,收租
副业收入,打新债赚了200块,200,CNY,打新债
副业收入,基金分红500元,500,CNY,基金分红
副业收入,香港收租10000HKD,10000,HKD,收租
副业收入,做任务赚了80元,80,CNY,做任务
副业收入,会计代账每月1000块,1000,CNY,代账
副业收入,视频剪辑接单3000元,3000,CNY,视频剪辑
副业收入,香港做美容兼职月入5000HKD,5000,HKD,美容兼职
副业收入,点赞关注赚了30元,30,CNY,点赞任务
副业收入,塔罗牌占卜赚了500块,500,CNY,占卜
副业收入,民宿运营收入8000元,8000,CNY,民宿
副业收入,香港车位出租月入2000HKD,2000,HKD,车位出租
副业收入,试吃试用赚了100元,100,CNY,试吃试用
副业收入,编程私活赚了5000块,5000,CNY,编程私活
副业收入,自媒体广告分成1500元,1500,CNY,广告分成
副业收入,香港网约车月入15000HKD,15000,HKD,网约车
通讯话费,香港5G套餐月费168HKD,168,HKD,5G套餐
通讯话费,话费余额充值50元,50,CNY,充值
药品保健,香港买退烧药100HKD,100,HKD,退烧药
休闲娱乐,香港保龄球馆50HKD一局,50,HKD,保龄球
运动健身,香港健身月卡1000HKD,1000,HKD,健身月卡
人情送礼,香港同事生日送礼物300HKD,300,HKD,生日礼
红包礼金,香港元宵派利是200HKD,200,HKD,元宵利是
宠物养护,香港宠物美容洗澡350HKD,350,HKD,宠物美容
服饰鞋包,香港买外套800HKD,800,HKD,外套
美容个护,香港做美容700HKD,700,HKD,美容
数码产品,香港买充电宝200HKD,200,HKD,充电宝
家居家装,香港买窗帘1200HKD,1200,HKD,窗帘
保险缴费,香港车险年交6000HKD,6000,HKD,车险
还贷支出,香港花呗还款2000HKD,2000,HKD,花呗
税费支出,香港差饷补交3000HKD,3000,HKD,差饷
工资收入,香港绩效奖到账15000HKD,15000,HKD,绩效奖
副业收入,香港翻译兼职月入3000HKD,3000,HKD,翻译兼职
